PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
2403589,Wyooxoo Fall Pillow Covers 18x18 Set of 4 Decorative Autumn Pumpkin Thanksgiving Throw Pillow Cover for Couch Outdoor Farmhouse Pillows Case for Sofa Living Room Cushion Bed Home Decor,"[【Material】:Fall Thanksgiving Pillow Covers are made of Top Quality of Linen Fabric. breathable, comfortable and durable .,【Size】: Standard decorative pillow covers size, 18x18 inches (45x45cm). HD digital printing,The pattern is only on the front side.,【Decorative】: Throw Pillows are great for both indoors&outdoors decoration, like living room,office,bed room,party,patio,car,holiday home decoration. Four different patterns make the pillowcase perfectly match your living room,sofa and make your home more inviting.,【Design】: invisible zipper design,set of 4 Pillow Covers design,ONLY PILLOW COVERS, THE PILLOW INSERTS ARE NOT INCLUDED.Safe to wash by hand or machine. When machine drying, make sure the setting is on a low-dry mode. No dyes harming health. Best gift for your friends, family and lover.,【Guaranteed】: We are dedicated to enhancing your purchasing experience. If for whatever reason you are not 100% absolutely happy with your product, just return and a full refund will be provided - no questions asked. We are always at your service.]","<br><p> <b> Materials: </b>Made of high quality durable linen fabric<br> <b> Features:</b>The Pillow Covers are very durable, environmentally friendly and very comfortable, breathable.It can decorate your sofa and add color to it<br> <b> Size:</b> pillow covers 18x18 inch (45cm x 45cm). Pillow insert is not included.<br><b> Note:</b>This outdoor pillows an invisible zipper and all seams have been over-locked so it is easy to wash it.Invisible zipper improves the appearance and provides easy insertion and removal. <br><p> <b> Care tips:</b><br> 1. Machine Wash in cold water. Do not use bleach.<br> 2. Dry flat or hang to dry. <p> <b> About Wyooxoo：</b><br>""wyooxoo"" is the professional home decor manufacturer for over 7 years. we has dedicated to First-Class quality home decor Pillow covers, bringing a touch of freshness and warmth to your Home.<br> We are dedicated to enhancing your purchasing experience and offer a no questions asked refund, If you experience any issues. Simply contact wyooxoo directly through the Amazon messaging system. We are always at your service.</P>",7256,1799.999998
54125,Autobiography and Personal Reminiscences of Major-General Benj. F. Butler: Butler's Book (Classic Reprint),,,6111,598.424
107333,Carl Pops Up,,,40,800
2919319,Generic Chiffon printed dupatta with Golden dots and Hangings for Girls and Women (White),"[Fabric: chiffon, size: 2.25 meters, fancy dupatta heavy,Fancy dupatta border golden Colour, light in weight,Chiffon Printed Work Dupatta for Womens & Girls The Chiffon Dupatta is favourite for picnic, outdoor, travelling, cycling, dancing and stage performance. Use it as casual or formal wear for office, shopping, daily wear in home, college, family, meetings, festive occasions.,work "" star zari on whole dupattae with jhalar lace. Fancy dupatta party Wear Fancy dupatta for women in chiffon]","Fancy dupatta border golden Colour, light in weight Chiffon Printed Work Dupatta for Womens & Girls The Chiffon Dupatta is favourite for picnic, outdoor, travelling, cycling, dancing and stage performance. Use it as casual or formal wear for office, shopping, daily wear in home, college, family, meetings, festive occasions.work "" star zari on whole dupatta with jhalar lace. Fancy dupatta party Wear Fancy dupatta for women in chiffon The dupatta is made with Soft Chiffon fabric which makes it extremely light and comfortable. It is elegant in appearance and features a captivating charm.",2918,8858.25
90582,CAUGHT IN THE ACT (Loveswept),,,3383,450
2894923,GlobalNiche® Leather Car Key Case Cover for for d Fiesta MK7 ST Focus 3 MK3 MK2 Fusion Ka Ecosport Galaxy Escort Key Ring Car Accessories Color Name Red,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",GlobalNiche Leather Car Key Case Cover for for d Fiesta MK7 ST Focus 3 MK3 MK2 Fusion Ka Ecosport Galaxy Escort Key Ring Car Accessories Color Name Red,10350,590.5511805
1008258,"The Mountain Bigfoot Adult T-Shirt, Brown, Small","[Preshrunk,The Mountain uses only environmentally friendly inks and dyes to bring you a durable and comfortable top,Created, developed, dyed, and printed in Marlborough, NH,100% Oekotex Certified which guarantees shirts are free of chemicals harmful to your body]","<ul><li>Pre-Shrunk, Medium Weight, 100% Cotton</li><li>Relaxed, Classic Fit</li><li>Hand-Dyed and Printed Using Soft, Non-Toxic Water-Based Inks</li><li>Reinforced Double-Stitching On All Seams</li></ul>",2879,400
402457,Tales of Cydonia: Volume Two: Cydonia Labyrinthus: Volume 2,,,1,500
2535905,"Protective Case Compatible with MacBook Air 11 inch Models A1465 & A1370, Plastic Hard Shell Cover Case & Laptop Sleeve Bag & Keyboard Cover for MacBook Air 11.6 inch - Pink Marble","[Designed to be compatible with MacBook Air 11 inch (Models: A1370 & A1465). Please verify your model number on the bottom of your device to confirm the exact model (AXXXX) of your laptop.,NO Logo Cut Out design, transparency varies by color. Hard plastic case provides all-around protection for your device.The keyboard cover protects your keyboard gainst spills and contaminates.,2-piece design allows you to fully open/close your MacBook and access all buttons and features.4 anti-slip feet keep your device firmly in place.Two rows of ventilation at the bottom for safe cooling to keep your device cool.,Made of polyester material,the protective shockproof laptop sleeve protect your laptop from bumps in accident.Laptop Sleeve Dimension:12 x 8.46 x 0.99 inch.,Best Holiday and Birthday gift for your lover or friends who used MacBook. If you're not satisfied with your MacBook Air 11 inch Case Cover simply contact us and we will do our best to help.]","Plastic Hard Shell Case & Sleeve Bag & Keyboard Cover Skin compatible with MacBook Air 11 inch models A1370/A1465</br></br> Laptop Cover Features :</br> - High quality case protects your device from scratches and abrasion.</br> - Precise cutouts allow full access to all ports and features; plug your charger, cable or headset without removing the case.</br> - The color-matching keyboard cover skin with soft and durable silicone material protect your device from dust, key-wear, liquid or daily damage. - Designed with two rows of ventilation at the bottom, allowing safe heat release.Four anti-slip silicone feet keeps your laptop firmly in place.</br></br> Protective Laptop Sleeve Features</br> - The laptop sleeve was made of high quality polyester material with soft touching, durable and life-time lasting.</br> - Features three layers' protection with waterproof layer, shockproof layer and fluffy fabric inner layer, the product can effectively absorb impacts and reduce damages caused by accidentally bumping, and protects your notebook from scratches.</br> - With one Laptop compartment and one zippered front pocket can hold many daily stuff, like cables, charger, mouse ect.</br></br> Installation</br> 1. Please find the 4 clips for top cover and 4 cilps for bottom cover.</br> 2. Please attach the bottom cover at the hinge location first, there are 2 clips to secure the back side of bottom cover.</br> 3. Gently push down the 2 side clips of bottom cover.</br> 4. To install the top cover,please attache the top cover at the hinge location first.</br> 5. Then gentley force to snap on the rest clips.</br></br> * Please contact Customer Service by email if you have any problems with the product before or after ordering.",712,1200.7874
415284,Paul Clifford: 3,,,97,600
2365362,Live Green Flower Bulbs |Tulip Multicolour Double Important Flower Bulbs For Planting - (Pack Of 2 Bulbs),"[Package contain - 2 Exotic Bulbs 100% genuine products by Live Green.,Flowering: 50 to 60 days after sowing.,Best germination rate 100% guaranteed.,Suitable: Fully sun/shading loving and any place.,Soil and care – normal soil, with no special care.]",,6497,551.18
2522159,Trendy World Colorblock Round Neck Casual Boys & Girls Winter Sweater/Sweatshirt (Pack of 2),"[Care Instruction : Hand Wash,Wash Care :- Normal machine wash and hand wash,Wash Care :- Normal machine wash and hand wash,Sleeve : Full Sleeve,Neck : Round Neck]","This Trendy World comfy and stylish sweater will be a perfect addition to your champs wardrobe,style it with a jeans and sneakers for a cool look for him.",2697,196.8503935
250402,Essai Sur La Vie De Du Moulin Et Quelques Uns De Ses Ecrits (1846),,,112,598.424
352208,Forgetting Fathers: Untold Stories from an Orphaned Past (Excelsior Editions),,,12424,600
234275,The Eve of San-Pietro [by M.A. Neri].,,,6104,968.502
969689,Replacement Timing Belt for John Deere M127926,"[★ Belt Application: Timing; Width:5/8""; Length:70-7/8""; 5/8""x70-7/8"",★ Belt Type: Synchronous, 225 teeth,★ Replaces OEM: John Deere M127926,★ Fits Models: John Deere LT133 and LT155, Serial No. 125001 and lower; and LT166, Serial No. 095001 and lower]","<p>★ Belt Application: Timing; Width:5/8&quot;; Length:70-7/8&quot;; 5/8&quot;x70-7/8&quot;<br> ★ Belt Type: Synchronous, 225 teeth<br> ★ Replaces OEM: John Deere M127926<br> ★ Fits Models: John Deere LT133 and LT155, Serial No. 125001 and lower; and LT166, Serial No. 095001 and lower</p>",2791,70
1942896,"ASIAN Sneaker-03 Black Running Shoes,Sports Shoes,Stylish Casual Sneakers,Walking, Gym, Trekking, Hiking & Party for Men UK-6","[Upper features: new, breathable knitted upper which is easily washable, perfect for all seasons - winter, summer and rainy, designed to give you the most comfortable fitting. These are quick drying washable shoes which makes it easy for consumers to wash and sanitize them easily,<br>About ASIAN shoes: we are an ISO 9001: 2015 certified seller of branded footwear online, endorsed by cricketer virender sehwag, with 4/5 overall rating across 11,000+ reviews, offering the latest best quality trending shoes for men online; <br>Friendly customer service: what you see is what you get. If there is anything wrong with the purchase, please message and get easy returns, enjoy your online shopping freely<br>,<br>Multiple uses: best running shoes for men can be used in gym workout, outdoor running, morning walking, basketball, badminton, trekking, hip hop dance, party wear, dancing, volleyball, hiking, athletic sports, cycling, hockey, driving, jogging, kabaddi, kabaddi, marathon, bike riding, training, skating, pt, office, futsal, golf, leisure and tennis<br>,<br>Sole features: height increasing non marking EVA sole made with light weight compound and orthopedic soft cushion insole which provides extra comfort to your feet with a perfect grip<br>,Toe Style: Round Toe; Age Range Description: Adult; Department Name: Mens; Water Resistance Level: Not Water Resistant; Pattern Type: Solid]",Asian Presents To You One Of The Stylist Fashionista Shoes For Men,3236,1326.771652
1078966,Chin: 3 Concertos,,UNSUK CHIN:3 CONCERTOS,746,559
2924892,Aqualens Moon Blue A-8065 Contact Lens Designer Case,"[Suitable for traveling or outdoor activity.,Small and easy to carry, keeping your contact lens clean and clear.,Great gift for yourself and your friends.,Come with some necessary accessories for your contact lens: Solution Bottle, tweezers, mirror, Stick connection, and Lens holder box.,Available in 25+ Designs]","Why Aqualens Accessories? Perfect for Contact lens care products. Suitable for traveling or outdoor activity. Small and easy to carry, keeping your contact lens clean and clear. Great gift for yourself and your friends. Come with some necessary accessories for your contact lens: Solution Bottle, tweezers, mirror, Stick connection, and Lens holder box.",483,314.9606296
453984,"Being with God: The Absurdity, Necessity, and Neurology of Contemplative Prayer",,,10507,550
598129,Barnaby Rudge,,,110,600
798322,"K-Swiss 201 Classic Tennis Shoe (Infant/Toddler),Black/Black,5 M US Toddler","[Sleek low-top sneaker with vertically stitched toe,D-ring hardware lacing,Perforated tongue]","K-Swiss 201 Classic Tennis Shoe (Infant/Toddler),Black/Black,5 M US Toddler",2449,750
949180,"Delta RP70256RB Shell H2O Body Jet, Venetian Bronze","[Case quantity of 1,Venetian Bronze]",Delta rp70256rb part body jet shell venetian bronze Delta rp70256rb Delta shell - h2o body jet rp70256rb parts other parts rp-trim part venetian bronze,10932,430
2573370,YES2GOOD Luxury Mirror Stand View Flip Back Case Cover for Vivo Y30 Front & Back Clear View Smart Mirror Flip Cover for Vivo Y30 Mirror Flip Blue,"[Luxury slim mirror flip cover can be a shiny plating makeup mirror. It makes your phone looks luxury and high-end.,Made of high quality PU Leather which is safe and protective, light weight which fits your phone perfectly.,Multi-angle viewing stand design makes your hands free when watching videos. With ultra slim design the case supports WIRELESS CHARGING.,Protect your phone well from dust, fingerprints, dents, scratches and bumps.,Precise Cutouts& Quick Access:Easy Access To All Buttons And Functions And Features Without Remove The Phone Case,Perfect Cutouts For Speakers, Camera Connectors And Other Ports.]","YES2GOOD Full Body Mirror Flip Cover With Stand for your device was designed with protection as well as user's lifestyle in mind. The case enhances the look of your device while providing optimum protection to the device against scratches, bumps and accidental falls. The flip cover protects the smartphone's screen when it is not in use and is easily flipped open for full access to the screen. The Mirror Flip Cover snugly fits onto the back of your device and guards it. The hot pressed microsuede interiors prevents scratches on the screen. Now easily protect your device without adding a lot of bulk. Features: True Luxury Metal Texture & Impact Resistant Dust & Debris Resistant Scratch Resistant 2-layer protection Lay on the Table Design: Raised Lip to Protect the Screen Perfect Grip for viewing content with ease Ribbed design for enhanced Grip & Control,(Sensor flip is not Working)",12064,787.401574
2979917,"TYPE-C Earphone for Honor 9X Pro (China) in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller | in-Ear Wired Earphone with Type-C Jack, Powerful Audio, Built-in Microphone, Tangle Resistant Cable- Black/White, NB 2","[In-ear headphones provide comfort, quality, and style.,The Handsfree With Remote Note Enjoy your music and calls with our one of the most luxurious Hands Free in the international market. Introducing its elegant Luxury Flex Grip connection prevents cable damage Perfect headset for disturbance free experience Maximum comfort and super performance Excellent for interactive games Compatible with Phone & All 3.5 mm audio jack devices.,Lightweight and comfortable, this enables you to carry on conversations while you continue to do other things.,Powerful, bass-driven stereo sound, Excellent Sound Quality,With Full Supported Mic, This headset comes with an in-line mic with remote function so you can answer/end calls without pulling out your phone.,The Black color adds style and the lightweight design with Great sound quality and bass response.]","<p><strong>Highlights:</strong></p><p>Earphone provides play/ pause button skip</p><p><strong>Frequency response</strong> - 20Hz-20kHz</p><p><strong>Impedance</strong> - 32 Â15 per cent</p><p><strong>Driver unit</strong> - 10mm</p><p><strong>Rated power</strong> - 5mW</p><p><strong>Mylar</strong> - 6uT.H.D.- 0.1 percent</p><p><strong>Sensitivity</strong> - 105dB Â 3dB</p><p><strong>Connector</strong> - 3.5mm</p><p><strong>Cable Materials</strong> - TPE</p><p><strong>Cable Length</strong> - 1.2m</p><p><strong>Mic</strong> -Answer button - Yes</p><p><strong>Speaker Size</strong> - 10mm</p><p><strong>Function</strong> - Microphone, Noise Cancelling, All with one Button.</p><p>Classical earphone with excellent sound. It has in-ear soft earbuds and high performance speaker. Good for listening MP3/Music, watching DVD/movie. Compatible with portable music players with 3.5mm jack built-in mic Works with most Android, phones and other smartphones for crystal clear quality</p><p><strong>Specifications:</strong></p><p>Earphone immersive sound and noise reduction -It produces clear mid-range frequencies while achieving powerful yet accurate bassElegant with stylish design - Comes with stylish design and high-end sound quality, these earphones are designed for the latest generations Earphone. They work with all Androids, Tablets, MP3 players, and related devices Amazing sound and Excellent bass - Good-quality audio signal transmission ensure outstanding Hi-Fi performance Super bass of a powerful 10 mm drivers for HD sound while the super extra bass lets you enjoy your favourite songs with greater clarity making the process of listening to music a fulfilling one. With a total harmonic distortion of 0.3 per cent, a wide frequency range of 20 Hz to 20 KHz, speaker resistance of 16 Ohm and sensitivity range of 98 dB +/- 3dbthat minimizes any distortion of sound quality, you are guaranteed a fun-filled auditory experience.</p><p>&nbsp;</p>",12157,118.1102361
2617554,AAHIL [for Girls Boys] Printed Blue Pattern Back Cover Compatible for OnePlus 7 / One Plus 6T - Multi-Coloured,"[Designer cover case. Beautiful and Tough. Use this case to reduce the chance of breakage.,Fix perfectly around the inner shell to absorb impact form drops bumps and shocks.,Complete access to all features of the device including microphone, speaker, camera and all buttons. Enhance the appearance of the overall phone.,Easy to install and uninstall]",,2201,669.2913379
2516354,"Suitcase Music Box, Mini Music Box Clockwork Music Box for Children","[Inside the music box there is a storage compartment and a jewelry box that can be used to store and organize your cosmetics, jewelries and other small items.,High quality materials and unique design make a beautiful furnishing articles,A big square make up mirror inside top cover, while making up, listening to the wonderful music, you will have a cheerful mood,This stylish and romantic gift is the most classic and interesting music box,No battery need, just twist the below clockwork by hand, and open the lid, it will give out elegant music melody;]","Features: <br> This stylish and romantic gift is the most classic and interesting music box <br> Inside the music box there is a storage compartment and a jewelry box that can be used to store and organize your cosmetics, jewelries and other small items. <br> <br> No battery need, just twist the&nbsp;below clockwork&nbsp;by hand, and open the lid, it will give out elegant music melody; <br> As music plays, beautiful Ballerinas will dance, it is vividly, very interesting <br> A big square make up mirror inside top cover, while making up, listening to the wonderful <br> music, you will have a cheerful mood <br> High quality materials and unique design make a beautiful furnishing articles<br> <br> <br><br> Specification: <br> Material: plastic <br> Color: pink <br> Size:17.5*11.5*8.5cm/6.9*4.5*3.3in<br>Weight: Approx.364g/12.8oz <br> <br><br> Package list: <br> 1 x music box (ornaments inside are not included) <br> <br><br> <br>",5,708.6614166
269922,TVA: The First Twenty Years,,,123,598.424
1250898,"Vinay Telescopic Drawer Channel 14 inches, Silver-1 Set","[Made up of Mild steel,Smooth movement full extension channel,Ball cage is 2 balls/ cage,1 year warranty in case of rust,Note: Do not use harsh chemical or acid to clean]","Fine movement telescopic full extension channel can be use in cabinets, Kitchen drawers, wardrobe, Keyboard Slide, sliding shoe rack etc",10187,1400
1954205,Clovia Women's Lightly Padded Non-Wired Printed T-Shirt Bra (BR1569M13_Black_36B),"[Product Type: T-shirt Bra,Fabric Type: Polyamide,Pattern Type: Solid,Padding: Lightly Padded,Wirring: Wirefree]",,3009,196.85
1005026,Dryden; stanzas on the death of Oliver Cromwell : Astraea Redux. Annus Mirabilis; Absalom and Achitophel; Religio laici; the Hind and the panther,,,1,750
2889773,AVRT Portable Soap Bar Box Soap Dispenser with Rubber Roller Foaming Soap Saver with Drain Holes and Spring Travel Soap Holder Multifunctional Soap Dish for Home Bathroom Kitchen Countertop Blue,"[1. Easy to use: You just need to open the lid and put the soap between the spring base and the sponge roller to use. The friction between the soap and sponge rollers creates a rich lather. Soap bar box save countertop space, keep your bathroom clean and tidy, save time and effort.,2. Easy to carry: The soap dispenser size is about 12.2cmx7.2cmx6.7cm, small and not taking up space, suitable for outdoor activities such as bathroom and kitchen, travel, hiking, camping, etc., suitable for most soaps.,3. Spring group: There is a spring at the bottom of this soap dish. During use, as the soap liquid decreases, the spring will continue to rise without waste, and it is also convenient to remove the soap liquid from the box.,4. Easy to clean: The soap storage box adopts a hollow design to ensure that the soap is quickly drained after use and is breathable. The storage box has a lid that effectively isolates dirt and ensures soap hygiene. Parts are removable for thorough cleaning.]","Use this soap box to prevent the soap from slipping out of your hand. Multi-function soap bubble box, quick drain, keep the table clean. Cleaning and storage integrated design, no need to take out the box of soap, just turn the soft rubber roller rub, will produce a lot of rich dense foam. Material: The soap holder is made of high-quality PP material, which is not easy to break, durable, light in weight, easy to carry and easy to clean. Easy to use: You just need to open the lid and put the soap between the spring base and the sponge roller to use. The friction between the soap and sponge rollers creates a rich lather.",10276,472.4409444
1629663,"Liakada Girls Argyle Supportive Sports Bra with Scoop Neckline Dance, Gym, Yoga, Cheer! Black","[This sports bra top features contract criss-cross straps on the back and a scoop neckline for a clean finish.,Integrated bra shelf liner,Adjustable straps in a woven pattern,92% Nylon 8% Spandex]",This sports bra top features contract criss-cross straps on the back and a scoop neckline for a clean finish.,2640,800
1286350,One Piece Group SD Sticker Set Anime,"[Licensed product,Cool looking product,Decorate your keys, backpack, walls, Notebooks and everything else with this great accessory!]","Sticker. Size (Approx.): ~2"" - 3"" Tall. Licensed Products.",924,600
37215,Pooh Party Time: Easy Peel Sticker Book,,,40,850
953015,Sandylion Marvel Heroes Foldover Stickers,"[Two sticker sheets,55 stickers,Eng/Fre/Spa,Age 3+,NA]",Avengers Foldover Stickers 2 Sheets-,6030,850
91975,The Unveiling of God,,,129,600
28328,Das Pelasgische Orakel Des Zeus Zu Dodona: Ein Beitrag Zur Religionsphilosophie (Classic Reprint),,,154,598.424
63631,"Strong Women, Strong Bones: Everything you Need to Know to Prevent, Treat, and Beat Osteoporosis",,,86,2000
2782586,Bhaicover® Compatible for iPhone 4 / 4S / 4G Har Har Mahadev Shivling Mobile Phone Back Cover Case Stylish Designer 3D Printed Hard Plastic Latest Accessory for Girls & Boys,"[OUT OF THE BOX DESIGNS & VIBRANT PRINT : Our collection is made by keeping in mind the rich culture and trends of our country. Designs & durability of the material is top notch with high definition print quality which complements the overall appearance. Pick it today and never regret.,PREMIUM QUALITY : 3D printed high quality mobile back cases,printed with high-end Korean Ink Technology.Covers are made with high quality premium hard Polycarbonate (plastic) material with fully matte finish for upgraded style and durability.Also they are very light weight and slim that perfectly fits your phone and even donâÂ€Ât look bulky.,ACCURATE FITTING : cover perfectly fits your phone.These cases are made with high precision moulds covering sides and corners properly with highly accurate cut-outs for all ports and buttons.,LIFETIME WARRANTY : provides lifetime warranty for the print quality.In case any of your products gets fade away with time,we will provide you a new cases with no question asked.Please note that this warranty is only for colors, and not for rough usage, scratches or any kind of breakage,BEST SUITED AS A GIFT : cases are best suited as a gift item to your friends,family members or colleagues .They are highly accurate and so vibrant which makes them one of best gift for your loved ones.]","Unique product by Bhaicover Made with cutting edge sublimation printing technology, this polymer phone case by Bhaicover is capable of withstanding a lot of intensive use without suffering as much as a scratch. The only phone case for mobile model is intended specifically for and fits the dimensions of this phone while leaving almost no space in between. Very colorful design is making the cover visually impressive even from afar. Serious protection Despite a very thin profile and negligible weight, the case is much stronger than it looks at first sight and Bhaicover bend or break even if you drop the phone to the ground. Technical perfection Technical quality of case is off the charts, while worldwide delivery is lighting fast. Printing comes with a one-year warranty.",2201,196.8503935
246866,Tomus Miraculorum: Sancti Theobaldi (1875),,,110,600
1840290,eneric Girl's Art Silk Semi stitched Lehenga Choli (FA_Blue_Party_Wear_01_Blue_Free Size),"[Lehenga Details : Type :- Semi-Stitched. Fabric :Tafetta Silk,Blouse Details :: Type :- Unstitched. Fabric : Tafetta Silk. Work : Embroidered,Lehenga Flier 2 Meter & Choli 0.70 Meter Size Range: 9-14 Years,Embroidered Kids Lehenga Choli,Care Instructions: Dry Clean Only]",Shop From A Wide Range Of Beautifully Crafted Lehenga Choli From Eneric On Amazon. Pair It Up With Cute Accessories For The Next Family Function.,5994,800
1933839,"Simple Deluxe Heavy Duty 3-Shelf Shelving Unit with Wheels, 23"" W x 13"" D x 20"" H, Chrome Plating","[3-Shelf shelving unit for your kitchen, office, garage, and more,Each shelf holds up to 250 pounds (evenly distributed); total max load weight is 750 pounds,Durable steel construction Adjustable leveling feet. Wire shelves adjustable in 1-inch increments.,Measures 23.8x13.7x21.7 inches (WxDxH),This storage shelves structure is very simple, No tools required to assemble it.]",,1701,1370
1705531,Sheets and Covers Cotton 220 TC Bedsheet (Yellow_King),"[Slip into Luxury, exceptionally smooth and soft to the touch, the Opulence 300 Thread Count sheet sets feature Extra-long staple polycotton allowing you to relax into its cool comfort. SUSTAINABILITY: Sustainable product without compromising on the comfort and style.,SUSTAINABILITY: Sustainable product without compromising on the comfort and style.,CRAFTSMANSHIP: Meticulous craftsmanship and expertly woven from the finest extra-long staple polycotton yarns to produce super soft luxurious feel which are breathable and long-lasting. Special finishing process to accentuate the lustre and softness of the fabric.,FEEL THE DIFFERENCE -Sleep better and wake up each morning feeling refreshed and full of energy. Silky soft, most comfortable and luxurious bed sheets you can find. Best for any room in your house - bedroom, guest room, kids room, RV, vacation home.,Our products are backed by incredible customer service. We are dedicated to ensuring you have an excellent experience, from the moment you place your order until you sleep on your new bedding the first time. ORDER NOW, risk-free. Our designs match any décor and are a wonderful gift idea for men and women, Moms and Dads, Valentine's, Mother's Day, Father's Day, and Christmas. Refresh any room simply, from a kids’ room to the master suite of your vacation home.]",WRAPRY Dress your bed in style with the versatile and attractive range of King Size Double bedsheets from Super Deals For Bed Zone . The 300 TC bed sheets feature traditional-themed Striped patterns in lively hues.Liven up your Bedroom With This Attractive Poly Cotton Stripes bedsheet. This beautiful bed sheet will not only add a dash of colour and vibrancy to your home but also will fetch admiration and compliments. Bring home this beautiful bed sheet from the house of Sheets & Covers Today and get ready to mesmerise one and all. Made in India Product in best Poly Cotton Quality at low Offer Price.,12083,10800
2991833,"ROY Enterprise Plastic Measuring Spoon and Cup Set, 8-Pieces (Black, Pack of 1)","[❁ Height: 25 cm,❁ Height: 25 cm,❁ Material: Plastic,❁ Color: Black,❁ Dishwasher Safe, Microwave Safe]","<ul><li>Comprehensive Cup and Spoon Set Whether it's trying a new recipe or baking an elaborate cake for your loved ones, a good set of spoons and measuring cup plays an indispensable role in your kitchen space.<br></li><li>CookTools set of plastic measuring cups and spoons is made from high quality plastic and is ideal for a wide variety of cooking purposes in your everyday life.<br></li><li>Featuring a set of 4 measuring cups in capacities ranging from 60ml to 240ml and 4 spoons with capacities from 1.25ml to 15ml, it is a comprehensive solution to your needs.<br></li><li>Smartly Designed for Everyday Use Featuring an ergonomic design with hands that are constructed for both left and right-handed use, the Master Royal BackNCook Tools 8-piece plastic measuring cups and spoons set is perfect for all kinds of use.<br></li><li>Furthermore, as they are easily stackable onto each other, storage of this set is a hassle-free process.<br></li><li>From baking cakes and other desserts to cooking a complicated recipe, this set of spoons and measuring cups is your ideal companion.<br></li><li>Easy to Clean and Maintain Made from high quality plastic, the Master Royal BackNCook Tools plastic measuring cups and spoons set is easy to maintain.<br></li><li>As this set is dishwasher safe, you can easily clean them without fear of deterioration.<br></li><li>Manual wash is also a simple affair as all you need is a liquid soap solution to keep them looking new for a long time.</li></ul>",1482,393.700787
2671387,"NMII Non-Precious Metal Base Metal with Zircon Gemstone Or Pearl Studded and Velvet worked Glossy Finished Latkan Chuda Set For Women and Girls, (Radium_2.2 Inches), Pack Of 32 Bangle Set","[Material:- Non-Precious Metal; Metal Type:- Base Metal; Color:- Radium; Size:- 2.2 Inches,Finish Type:- Glossy ; Design Detail:- The design of this Chuda set can make your look beautiful and attractive, As the material of this Chuda set is made by very good quality material (like: Metal with Zircon Gemstone) and experienced labor as we cannot compromise our clients with the quality of our products. ; Pack Of Details:- A Pair of 16 Bangle Set,Bangle Size (Inner Diameter) : 2.2_(5.4)cm, 2.4_(5.70)cm, 2.6_(6)cm, 2.8_(6.4)cm, 2.10_(6.67)cm, 2.12_(6.99)cm (NOTE: The 2.10 size and 2.9 size are similar sizes. But the 2.10 and 2.9 is Greater than 2.8 size ever.),Occasions: Wedding, Anniversary, Ring Ceremony, Engagement, Mother`s Day, Teacher`s Day, Rakhshah Bandhan, Valentine`s Day, Karwa Chauth,Safety Instructions: It is advisable to store jewelry in a zip lock pouch (air tight pouch), keep away from water perfume and other chemicals and clean it with dry and soft cloth.]","These Zircon Gemstone Or Pearl with Velvet worked Glossy Finished Latkan Metal Chuda set can make your hands pretty and attractive. These Chuda set are from The Latest Collection of NMII (New Make In India). It's Beautiful Chuda Set made by good quality Zircon Gemstone with Metal Material. These NMII (New Make In India) Stylish, Trendy and Zircon Gemstone Or Pearl with Velvet worked Glossy Finished Metal Latkan Chuda Set Set Complete Your Look On Any Occasions Like Festival, Party, Wedding and Engagement, etc. Welcome To The NMII (New Make In India),The World of Glass Bangles, Metal Bangles, Acrylic Bangles, Chuda Set, Bridal chuda set, Kaleere set and Kadaa set or Other Women Jewellery accesories. Shop here from a wide range of following types of Bangles, Glass Bangles, Metal Bangles, Silk Thread Bangles, Acrylic (Plastic) Bangles, Zircon Bangles, Beads Worked Bangles, Kundan Worked Bangles, Lac Material Bangles, New Electric Light Chudaa etc. From NMII (New Make In India) On Amazon. NOTE : Use NMII (New Make In India), Size Chart For Better Understanding About Your Bangles Set Size. CLEANING INSTRUCTIONS : Clean It with Very Dry, Soft and Smooth Cotton Cloth. SAFETY INSTRUCTIONS : Keep the Bangles away from Direct Water, Perfume, Deodrant, Sunlight, and Other Chemical Substances and Keep the Bangles in a zip lock air tight pouch. Thanks For Choosing Our Brand NMII (New Make In India). If You Love and Like our products. So, Please share your valuable feedback and customer review for our best experience and Share our product`s link to your friends and family. If you are facing any kind of problem, Please refer to our Product Description such as Size and Care Instructions. If your problem is not solved by Our Description, So Please contact us. Contact details are given below (In Product Details Section). We have been start selling products on Amazon since 2016.",12436,314.9606296
88449,If Plan A POP! Chart,,,6073,1900
